,source_spreadsheet,key,annotator,date_annotated,annotation_comments,exclude,time_taken,pub_venue,pub_authors,pub_year,pub_url,system_language,system_input,system_output,system_task,op_response_values,op_instrument_size,op_instrument_type,op_data_type,op_form,op_question_prompt_verbatim,op_question_prompt_paraphrase,op_statistics,criterion_verbatim,criterion_definition_verbatim,criterion_paraphrase,criterion_definition_paraphrase
61,3,CW2020,,2020-08-20,,,33,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,"multiple (list all): text: multiple sentences, text: subsentential units of text",text: multiple sentences,question generation,"""a score from{1, 2, 3}, where3 indicates the best quality""",3,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Relevance,Relevance measures if a question is grounded in the given passage.,------ 1. Goodness of outputs relative to input (content),the extent to which a passage of generated text is grounded in another text
62,3,GD2020,,2020-08-20,,,15,ACL,Goyal & Durrett,2020,https://www.aclweb.org/anthology/2020.acl-main.22.pdf,English,text: sentence,text: multiple sentences,paraphrasing / lossless simplification,"""0 denotes not a paraphrase,1 denotes that the input sentence and the generated sentence are paraphrases, but the generated sentence might contain grammatical errors,2 indicates that the input and the candidate are paraphrases""",3,verbal descriptor scale,ordinal,direct quality estimation,not given,not clear,none given,quality,none given,"59. Multiple (list all): 16b. Correctness of outputs relative to input (content), 22. Grammaticality",the extent to which a generated text constitutes a paraphrase of an input text and has no grammatical errors
63,3,PXFCK2020,,2020-08-20,,,15,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"""between 1 (poor) and 5 (good) """,5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Fluency,indicates whether the question follows the grammar and accords with the correct logic,"59. Multiple (list all): 22. Grammaticality, 15. Correctness of outputs in their own right (content)",a text is fluent if it is both grammatically correct and generally logical or semantically sound
64,3,PXFCK2020,,2020-08-20,,,15,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"""between 1 (poor) and 5 (good) """,5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Relevance,indicates whether the question is answerable and relevant to the passage,"59. Multiple (list all): 16b. Correctness of outputs relative to input (content), 5. Answerability from input",a question is relevant if it is both relevant to the input passage and answerable based on that passage
65,3,PXFCK2020,,2020-08-20,,,15,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"""between 1 (poor) and 5 (good) """,5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Complexity,indicates whether the question involves reasoning over multiple sentences from the document,--------------- 11. Text Property [Complexity/simplicity (content)],the extent to which answering a generated question requires making inferences based on a source document
66,3,CECLW2020,,2020-08-20,,,25,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (with data summarisation),not given,N/A,counting,count,evaluation through post-editing/annotation,not given,"""counting the number of facts in the textsupported by the table, and contradicting with ormissing from the table""","average (mean), Tukey HSD",Factual correctness,how well thegenerated text correctly conveys information in thetable,------ 16b. Correctness of outputs relative to input (content),the extent to which a generated text is supported by the data provided in its input and not contradicted by said data
67,3,CECLW2020,,2020-08-20,,,25,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (with data summarisation),"""Each worker is present with a pair of texts...[e]ach time a generated text is chosen as the better one, we assign a score of 1.0. If two texts are tied, we assign 0.5 for each.""",3,rank ordering,rank order,relative quality estimation,not given,not clear,"average (mean) number of victories, Tukey HSD",Language naturalness,"whether thegenerated text is grammatically correct and fluentin terms of language, regardless of factual correct-ness","59. Multiple (list all): 22. Grammaticality, 21. Fluency","the language used in a text is natural if it is both grammatically correct and fluent, regardless of its factual correctness"
68,3,BRS2020,,2020-08-20,,,27,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,"multiple (list all): text: sentence, text: subsentential units of text",text: sentence,question answering,"""we show the annotators five options based on the three properties (correctness, grammaticality, and complete-sentence)""",5,verbal descriptor scale,ordinal,direct quality estimation,not given,not clear,weighted Cohen's kappa,correctness,answers the question correctly,------ 17b. Correctness of outputs relative to external frame of reference (content),an answer is correct if it is factually correct (implicitly without reference to a specific source)
69,3,BRS2020,,2020-08-20,,,27,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,"multiple (list all): text: sentence, text: subsentential units of text",text: sentence,question answering,"""we show the annotators five options based on the three properties (correctness, grammaticality, and complete-sentence)""",5,verbal descriptor scale,ordinal,direct quality estimation,not given,not clear,weighted Cohen's kappa,grammaticality,"""conversational""?",---------- 22. Grammaticality,"Not really possible from the text. My take away is that they relied on participants' intuitions about what ""grammaticality"" is."
70,3,BRS2020,,2020-08-20,,,27,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,"multiple (list all): text: sentence, text: subsentential units of text",text: sentence,question answering,"""we show the annotators five options based on the three properties (correctness, grammaticality, and complete-sentence)""",5,verbal descriptor scale,ordinal,direct quality estimation,not given,not clear,weighted Cohen's kappa,complete-sentence,"""the response is a complete sentence and not a sentence fragment""",------ 14. Correctness of outputs in their own right (form),whether or not the generated text is a complete sentence
71,3,CXPKLC2020,,2020-08-20,,,20,ACL,"Cao, Xue, Pan, Kan, Liu, & Chua",2020,https://www.aclweb.org/anthology/2020.acl-main.100.pdf,English,text: multiple sentences,text: multiple sentences,paraphrasing / lossless simplification,"""ranges from 1 to 5, where higher values indicate that more semantic content is preserved""",5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,"not stated, probably means",content similarity,"""how much content is preserved during style transfer""",------ 16b. Correctness of outputs relative to input (content),how much content from the input appears in the output
72,3,YBZLS2020,,2020-08-20,,,15,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,"multiple (list all): text:documents, text: variable-length",text: sentence,question generation,"""whether a question can be answered by the review""",2,text annotation,categorical,evaluation through post-editing/annotation,not given,not clear,average (mean),Relevance,"""whether a question can be answered by the review""",---------- 5. Answerability from input,a question is relevant if it can be answered based on the selected review
73,3,YBZLS2020,,2020-08-20,,,15,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,"multiple (list all): text:documents, text: variable-length",text: sentence,question generation,"""whether they [the question and the review] hsare the same or related product aspect""",2,text annotation,categorical,evaluation through post-editing/annotation,not given,not clear,average (mean),Aspect,"""whether they [the question and the review] hsare the same or related product aspect""",------ 16b. Correctness of outputs relative to input (content),the extent to which a question relates to the same aspect of a product
74,3,YBZLS2020,,2020-08-20,,,15,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,"multiple (list all): text:documents, text: variable-length",text: sentence,question generation,"""he value set{1, 2, 3}, is adopted forjudging the question fluency.  1 means not fluentand 3 means very fluent""",3,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Fluency,none given,---------- 21. Fluency,"Not really possible from the text. My take away is that they relied on participants' intuitions about what ""fluency"" is."
75,3,MSPPNYSBP2020,,2020-08-20,,,16,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"""1 reflects a poor performanceon the task and 5 means a perfect output""",5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Content preservation,none given,------ 16b. Correctness of outputs relative to input (content),extent to which the content of the input is preserved in the output
76,3,MSPPNYSBP2020,,2020-08-20,,,16,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"""1 reflects a poor performanceon the task and 5 means a perfect output""",5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Grammaticality,none given,---------- 22. Grammaticality,"Not really possible from the text. My take away is that they relied on participants' intuitions about what ""grammaticality"" is."
77,3,MSPPNYSBP2020,,2020-08-20,,,16,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"""1 reflects a poor performanceon the task and 5 means a perfect output""",5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),Attribute match,none given,"59. Multiple (list all): 58. Text Property [PROPERTY] (specify): politeness, 58. Text Property [PROPERTY] (specify): sentiment",extent to which the generated text reflects the target attribute (either politeness or sentiment)
78,3,VdC2020,,2020-08-20,,,19,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,end-to-end text generation,not given,5,numerical rating scale,ordinal,direct quality estimation,"""is the poem grammatical and syntactically well-formed?""",blank,"average (mean), two-tailed permuation test",fluency,grammatical and syntactically well-formed,---------- 22. Grammaticality,"Not really possible from the text. My take away is that they relied on participants' intuitions about what ""grammaticality"" is."
79,3,VdC2020,,2020-08-20,,,19,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,end-to-end text generation,not given,5,numerical rating scale,ordinal,direct quality estimation,"""is the poem thematically structured?""",blank,"average (mean), two-tailed permuation test",coherence,thematically structured,---------- 9. Coherence,blank
80,3,VdC2020,,2020-08-20,,,19,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,end-to-end text generation,not given,5,numerical rating scale,ordinal,direct quality estimation,"""does the poem convey a meaningful message to the reader?""",blank,"average (mean), two-tailed permuation test",meaningfulness,convey[s] a meaningful message,------ 58. Text Property [PROPERTY] (specify): meaningfulness,blank
81,3,VdC2020,,2020-08-20,,,19,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,end-to-end text generation,not given,5,numerical rating scale,ordinal,direct quality estimation,"""does the text display the features of a poem?""",blank,"average (mean), two-tailed permuation test",poeticness,display[s] the features of a poem,------ 58. Text Property [PROPERTY] (specify): poeticness,blank
82,3,VdC2020,,2020-08-20,,,19,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",text: sentence,text: sentence,end-to-end text generation,not given,2,text annotation,categorical,evaluation through post-editing/annotation,not given,"is ""the poem written by a human or a computer""?",not given,none given,if the poem is written by a human or a computer,---------- 23. Humanlikeness,blank
83,3,SCSNK2020,,2020-08-20,,,15,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: multiple sentences,data-to-text generation (no data summarisation),not given,5,numerical rating scale,ordinal,direct quality estimation,not given,not clear,average (mean),fluent,fluent by grammar,---------- 22. Grammaticality,"Not really possible from the text. My take away is that they relied on participants' intuitions about what ""grammaticality"" is."
84,3,SCSNK2020,,2020-08-20,,,15,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: multiple sentences,data-to-text generation (no data summarisation),not given,N/A,counting,count,evaluation through post-editing/annotation,not given,not clear,not given,wrong facts,contains wrong fact[s] inconsistent with input data,------ 16b. Correctness of outputs relative to input (content),the number of times a fact in the output is inconsistent with facts in the input
85,3,SCSNK2020,,2020-08-20,,,15,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: multiple sentences,data-to-text generation (no data summarisation),not given,N/A,counting,count,evaluation through post-editing/annotation,not given,not clear,not given,repeats,repeats [information],------ 15. Correctness of outputs in their own right (content),the number of times a text repeats the same information
86,3,SCSNK2020,,2020-08-20,,,15,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: multiple sentences,data-to-text generation (no data summarisation),not given,N/A,counting,count,evaluation through post-editing/annotation,not given,not clear,not given,misses,misses information,------ 16b. Correctness of outputs relative to input (content),the number of times a text omits information from the input
87,4,CW2020,,19-08-2020,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"1,2,3",3,numerical rating scale,ordinal,direct quality estimation,not given,"choose a score from {1, 2, 3}, where 3 indicates the highest fluency",mean,fluency,"""Fluency measures if a question is grammatically correct and is fluent to read.""","59. Multiple (list all): 21. Fluency, 44. Readability, 22. Grammaticality","Fluency measures if the output is grammatical, and whether the output is fluent/readable."
88,4,CW2020,,19-08-2020,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"1,2,3",3,numerical rating scale,ordinal,direct quality estimation,not given,"choose a score from {1, 2, 3}, where 3 indicates the highest coherence",mean,coherence,"""Coherence measures if a ques- tion is coherent with previous ones.""",---------- 9. Coherence,Coherence measures if a ques- tion is coherent with previous questions generated by the model for the same text.
89,4,CW2020,,19-08-2020,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"1,2,3",3,numerical rating scale,ordinal,direct quality estimation,not given,"choose a score from {1, 2, 3}, where 3 indicates proper coreference",mean,coreference,"""Coreference measures if a question uses correct pronouns.""",--------------- 10. Cohesion,Coreference measures if the lexical linking between the pronouns is correct.
90,4,CW2020,,19-08-2020,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"1,2,3",3,numerical rating scale,ordinal,direct quality estimation,not given,"choose a score from {1, 2, 3}, where 3 indicates that the questions are answerable",mean,answerability,"""Answerability measures if a question is targeting on the given answer.""",---------- 5. Answerability from input,"Answerability measures if a question is answerable given the input, and whether this answer is also the one that the system has in mind."
91,4,CW2020,,19-08-2020,,,,ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: multiple sentences,question generation,"1,2,3",3,numerical rating scale,ordinal,direct quality estimation,not given,"choose a score from {1, 2, 3}, where 3 indicates that the question is grounded in the text",mean,relevance,"""Relevance measures if a ques- tion is grounded in the given passage.""",--------------- 6. Appropriateness (content),Relevance measures whether the generated questions are appropriate given the input text.
92,4,GD2020,,20-08-2020,,,,ACL,Goyal & Durrett,2020,https://www.aclweb.org/anthology/2020.acl-main.22.pdf,English,text: sentence,text: multiple sentences,paraphrasing / lossless simplification,"0 not a paraphrase, 1 the input sentence and the generated sentence are paraphrases, but the generated sentence might contain grammatical errors, 2 the input and the candidate are paraphrases.",3,verbal descriptor scale,ordinal,direct quality estimation,not given,Please indicate the extent to which the sentence below is a paraphrase of the input.,percentages,quality,none given,------ 16b. Correctness of outputs relative to input (content),Degree to which the output preserves the meaning of the input.
93,4,PXFCK2020,,20-08-2020,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: sentence,question generation,"1 (poor),2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,Please indicate on a scale from 1 (poor) to 5 (good) how fluent you think the question is.,mean,fluency,"""indicates whether the question follows the grammar and accords with the correct logic""","59. Multiple (list all): 22. grammaticality, 15. Correctness of outputs in their own right (content)","Indicates whether the question is grammatical, and doesn't have any semantic errors (as described in their Table 3)."
94,4,PXFCK2020,,20-08-2020,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: sentence,question generation,"2 (poor),2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,Please indicate on a scale from 1 (poor) to 5 (good) whether you think the question is answerable and relevant to the passage.,mean,relevance,"""indicates whether the question is answerable and relevant to the passage""","59. Multiple (list all): 5. Answerability, 6. Appropriateness (content)","""indicates whether the generated question is answerable and relevant to the input"""
95,4,PXFCK2020,,20-08-2020,,,,ACL,"Pan, Xie, Feng, Chua, & Kan",2020,https://www.aclweb.org/anthology/2020.acl-main.135.pdf,English,text: multiple sentences,text: sentence,question generation,"3 (poor),2, 3, 4, 5 (good)",5,numerical rating scale,ordinal,direct quality estimation,not given,Please indicate on a scale from 1 (poor) to 5 (good) to what extent the question involves reasoning over multiple sentences from the document,mean,complexity,"""indicates whether the question involves reasoning over multiple sentences from the document""",------ 1. Goodness of outputs relative to input (content),"""indicates whether the question involves reasoning over multiple sentences from the input document"""
96,4,CECLW2020,,,,,20 minutes,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,"Please count how many facts in the generated text are supported by the table, and how many are contradicting with or missing from the table.",mean,factual correctness,"""how many facts in the generated text are supported by the table, and how many are contradicting with or missing from the table.""",------ 16b. Correctness of outputs relative to input (content),"how many facts in the generated text are supported by the data from the input table, and how many are contradicting with or hallucinating information from the table."
97,4,CECLW2020,,,,,20 minutes,ACL,"Chen, Eavani, Chen, Liu, & Wang",2020,https://www.aclweb.org/anthology/2020.acl-main.18.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),not given,2,rank ordering,rank order,relative quality estimation,not given,Which system is more grammatically correct and fluent in terms of language?,mean,naturalness,"""whether the generated text is grammatically correct and fluent in terms of language, regardless of factual correct- ness""","59. Multiple (list all): 22. Grammaticality, 21. Fluency",Whether the generated text is grammatically correct and fluent
98,4,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,question answering,"a. not a correct sentence and not a complete sentence, b. correct answer but incomplete sentence, c. incorrect answer but complete sentence, d. correct answer and complete sentence, but ungrammatical, e. correct answer, complete sentence, and grammatical",5,unclear,categorical,evaluation through post-editing/annotation,not given,"Indicate below whether the generated answer is correct, the sentence is complete and, if appliccable, whether the answer is grammatical.",percentages,correctness,none given,------ 16b. Correctness of outputs relative to input (content),"Whether the answer is correct or not, given the input."
99,4,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,question answering,"a. not a correct sentence and not a complete sentence, b. correct answer but incomplete sentence, c. incorrect answer but complete sentence, d. correct answer and complete sentence, but ungrammatical, e. correct answer, complete sentence, and grammatical",5,unclear,categorical,evaluation through post-editing/annotation,not given,"Indicate below whether the generated answer is correct, the sentence is complete and, if appliccable, whether the answer is grammatical.",percentages,completeness,none given,------ 1. Goodness of outputs relative to input (content),Whether the text matches the annotator's conception of completeness.
100,4,BRS2020,,,,,,ACL,"Baheti, Ritter, & Small",2020,https://www.aclweb.org/anthology/2020.acl-main.19.pdf,English,text: sentence,text: sentence,question answering,"a. not a correct sentence and not a complete sentence, b. correct answer but incomplete sentence, c. incorrect answer but complete sentence, d. correct answer and complete sentence, but ungrammatical, e. correct answer, complete sentence, and grammatical",5,unclear,categorical,evaluation through post-editing/annotation,not given,"Indicate below whether the generated answer is correct, the sentence is complete and, if appliccable, whether the answer is grammatical.",percentages,grammaticality,none given,---------- 22. Grammaticality,Whether the text matches the annotator's conception of grammaticality.
101,4,CXPKLC2020,,,,,1 hour,ACL,"Cao, Xue, Pan, Kan, Liu, & Chua",2020,https://www.aclweb.org/anthology/2020.acl-main.100.pdf,English,text: multiple sentences,text: multiple sentences,paraphrasing / lossless simplification,"1,2,3,4,5",5,numerical rating scale,ordinal,direct quality estimation,not given,"Please rate the extent to which following text preserves the meaning from the original text, where higher values indicate that more semantic content is preserved.",mean,content similarity,none given,------ 1. Goodness of outputs relative to input (content),The extent to which the simplified text preserves the meaning of the original text.
102,4,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: sentence,text: sentence,question generation,"1,0",2,verbal descriptor scale,ordinal,direct quality estimation,not given,Can the question be answered by the review?,mean,relevance,"""whether a question can be an- swered by the review""",---------- 5. Answerability from input,Whether a generated question can be answered by the original review for which the question was generated.
103,4,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: sentence,text: sentence,question generation,"1,0",2,verbal descriptor scale,ordinal,direct quality estimation,not given,Do the question and the review share the same or related product aspect?,mean,aspect,"""whether they share the same or related product aspect""",--------------- 6. Appropriateness (content),Whether the question and the review are about the same or a related product aspect.
104,4,YBZLS2020,,,,,,ACL,"Yu, Bing, Zhang, Lam, & Si",2020,https://www.aclweb.org/anthology/2020.acl-main.26.pdf,English,text: sentence,text: sentence,question generation,"1 (not fluent), 2, 3 (very fluent)",3,numerical rating scale,ordinal,direct quality estimation,not given,How fluent is the generated question?,mean,fluency,none given,---------- 21. Fluency,Whether the generated question is perceived as fluent.
105,4,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,not given,To what extent is the content from the original sentence preserved in the output?,mean,content preservation,none given,------ 16b. Correctness of outputs relative to input (content),Whether the message is retained in the output.
106,4,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,not given,How grammatical is the generated sentence?,mean,grammaticality,none given,---------- 22. Grammaticality,Whether the generated sentence is grammatical or not.
107,4,MSPPNYSBP2020,,,,,,ACL,"Madan, Setlur, Parekh, Poczos, Neubig, Yang, Salakhutdinov, Black, & Prabhumoye",2020,https://www.aclweb.org/anthology/2020.acl-main.169.pdf,English,text: sentence,text: sentence,paraphrasing / lossless simplification,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,not given,How polite is the generated sentence?,mean,target attribute match,none given,------ 18. Detectability of controlled feature [PROPERTY] (specify): politeness,The extent to which the output is polite.
108,4,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",no input (human generation),text: documents,other (please specify): poetry generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,is the poem grammatical and syntac- tically well-formed?,,mean,fluency,is the poem grammatical and syntac- tically well-formed?,---------- 22. Grammaticality,Whether the poem conforms to the grammar of the relevant language.
109,4,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",no input (human generation),text: documents,other (please specify): poetry generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,is the poem thematically struc- tured?,,mean,coherence,is the poem thematically struc- tured?,---------- 9. Coherence,Whether the structure of the poem is such that its components all reflect a particular theme.
110,4,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",no input (human generation),text: documents,other (please specify): poetry generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,"does the poem convey a meaningful message to the reader?
",,mean,meaningfulness,"does the poem convey a meaningful message to the reader?
",------ 58. Text Property [PROPERTY] (specify): meaningfulness,Whether the poem conveys a meaningful message to readers.
111,4,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",no input (human generation),text: documents,other (please specify): poetry generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,does the text display the features of a poem?,,mean,poeticness,does the text display the features of a poem?,------ 58. Text Property [PROPERTY] (specify):poeticness,"Whether the poem is similar to other poems in terms of style, vocabulary, rhyme, etc"
112,4,VdC2020,,,,,,ACL,Van de Cruys,2020,https://www.aclweb.org/anthology/2020.acl-main.223.pdf,"multiple (please specify): English, French",no input (human generation),text: documents,other (please specify): poetry generation,"1, 2, 3, 4, 5",5,numerical rating scale,ordinal,direct quality estimation,not given,is the poem written by a human or a computer,percentages,none given,is the poem written by a human or a computer,---------- 23. Humanlikeness,Whether one might reasonably expect the poem to be generated by a human.
113,4,SCSNK2020,,,,,,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),"1, 2, 3, 4, 5",5,unclear,ordinal,direct quality estimation,not given,How fluent is the generated text?,mean,none given,whether the text is fluent by grammar,---------- 21. Fluency,whether the text is fluent
114,4,SCSNK2020,,,,,,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,Are there any factual mistakes are there in the output?,raw numbers,none given,"whether the text contains
wrong fact inconsistent with input data",------ 16b. Correctness of outputs relative to input (content),whether the generated text contains any information that contradicts the input data.
115,4,SCSNK2020,,,,,,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,Are there any repetitions in the output?,raw numbers,none given,whether the text repeats information,------ 14. Correctness of outputs in their own right (form),whether the text repeats the same fact multiple times.
116,4,SCSNK2020,,,,,,ACL,"Shen, Chang, Su, Niu, & Klakow",2020,https://www.aclweb.org/anthology/2020.acl-main.641.pdf,English,raw/structured data,text: sentence,data-to-text generation (no data summarisation),N/A,N/A,counting,count,evaluation through post-editing/annotation,not given,"Does the output completely cover the input, or are there any details that the system missed?",raw numbers,none given,whether the text misses information,------ 1. Goodness of outputs relative to input (content),"whether the text has full coverage of the input data, or whether it omits any information that was provided in the input."
117,5,CW2020,,,,,"Start 14:06
End; 15:00",ACL,Chai & Wan,2020,https://www.aclweb.org/anthology/2020.acl-main.21.pdf,English,text: multiple sentences,text: sentence,"multiple (list all): dialogue turn generation, question generation","{1, 2, 3}, where
3 indicates the best quality",3,numerical rating scale,ordinal,direct quality estimation,not given,"""Under each aspect, reviewers
are asked to choose a score from {1, 2, 3}, where
3 indicates the best quality.
""",Average score,Fluency,"""measures if a question is grammatically correct and
is fluent to read.""","59. Multiple (list all) 
21. Fluency 
22. Gramaticality
44. Readability","Degree to which an output is free of grammatical errors and easy (fluent, coherent) to read."
